ISO Index,Classification,QF,Aggregate,Resource_ID,Generating Unit Name / Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
10400,Participating Unit,No,No,ESCNDO_6_UNITB1,Enterprise,48.04,SDGE,CalPeak Power LLC,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,2001-10-23,,,46.9,A
94900,Participating Unit,No,Yes,ESCNDO_6_PL1X2,Escondido Energy Center,48.71,SDGE,"Escondido Energy Center, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,2006-06-07,Unit Repowered and reentered commercial operation on 1/23/2014,,49.5,A
137000,Participating Unit,No,No,EXCLSG_1_SOLAR,Excelsior Solar,60.0,PGAE,Five Points Solar Park LLC,SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,2016-10-06,,,60.0,A
11200,Participating Unit,No,No,EXCHEC_7_UNIT 1,Exchequer,94.5,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1967-01-01,,Merced River,94.5,A
118000,Participating Unit,No,No,VICTOR_1_EXSLRA,Expressway Solar A,2.0,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2014-05-07,,,2.0,A
118100,Participating Unit,No,No,VICTOR_1_EXSLRB,Expressway Solar B,2.0,SCE,"FTS Master Tenant 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2014-05-07,,,2.0,A
44002,Participating Unit,Yes,No,CURTIS_1_FARFLD,FAIRFIELD POWER PLANT,0.9,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1983-08-02,QF Conversion completed 6/17/2015. Formerly QF 25H193,,0.9,A
46000,Participating Unit,Yes,No,FAIRHV_6_UNIT,FAIRHAVEN POWER CO.,19.9,PGAE,Pacific Gas & Electric Company,BIOMASS,STEAM,WOOD WASTE,NP15,PGE1,1986-09-15,PGE QF 19P005,,19.9,A
81800,Participating Unit,No,No,BOGUE_1_UNITA1,FEATHER RIVER ENERGY CENTER,46.3,PGAE,Feather River Energy Center LLC (Calpine),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-12-23,,,49.9,A
93200,Participating Unit,Yes,Yes,FELLOW_7_QFUNTS,FELLOW QF UNIT AGGREGATE,10.5,PGAE,Pacific Gas & Electric Company,THERMAL,VARIOUS,NATURAL GAS,ZP26,PGE4,2006-06-01,,,17.25,A
60700,Non-Participating,Yes,No,FELLOW_1_SHELLW,FREEPORT-MCMORAN OIL AND GAS LLC (DOME),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1988-09-02,PGE QF 25C293,,6.06,A
34300,Non-Participating,Yes,No,FELLOW_1_TENNCO,AERA ENERGY LLC. (Oxford),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1984-09-19,PGE QF 25C180,,6.0,A
56901,Non-Participating,Yes,No,FELLOW_7_MIDSUN,AERA ENERGY LLC. (N. MIDWAY SUNSET),,PGAE,Pacific Gas & Electric Company ,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1988-06-19,PGE QF 25C258,,4.25,A
11300,Participating Unit,No,Yes,ETIWND_2_FONTNA,FONTANA/LYTLE CREEK HYDRO (AGGREGATE),2.56,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1904-01-01,,,3.45,A
11301,Non-Participating,No,No,ETIWND_2_FONTNA,Fontana Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1917-01-01,,,1.48,A
11304,Non-Participating,No,No,ETIWND_2_FONTNA,Lytle Creek Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1904-01-01,,,0.25,A
11303,Non-Participating,No,No,ETIWND_2_FONTNA,Lytle Creek Unit 1,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1904-01-01,,,0.25,A
11302,Non-Participating,No,No,ETIWND_2_FONTNA,Fontana Unit 2,,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1917-01-01,,,1.48,A
58701,Participating Unit,No,Yes,SAUGUS_6_MWDFTH,FOOTHILL HYDROELECTRIC RECOVERY PLANT,9.1,SCE,The Metropolitan Water District of Southern California,HYDRO,HYDRO,WATER,SP15,SCE1,1981-01-01,,,9.1,A
58707,Non-Participating,No,No,SAUGUS_6_MWDFTH,Foothill Unit 2,,SCE,The Metropolitan Water District of Southern California,HYDRO,HYDRO,WATER,SP15,SCE1,,,,4.55,A
58706,Non-Participating,No,No,SAUGUS_6_MWDFTH,Foothill Unit 1,,SCE,The Metropolitan Water District of Southern California,HYDRO,HYDRO,WATER,SP15,SCE1,,,,4.55,A
93900,Participating Unit,Yes,Yes,FTSWRD_7_QFUNTS,FORT SEWARD QF AGGREGATION,1.6,PGAE,,HYDRO,AGGREGATION,WATER,NP15,PGE3,,,,0.3,A
50801,Non-Participating,Yes,No,FTSWRD_7_QFUNTS,TOM BENNINGHOVEN,,PGAE,19H055,HYDRO,HYDRO,WATER,NP15,PGE1,1986-01-15,,,0.03,A
100600,Participating Unit,No,No,BRDSLD_2_MTZUMA,FPL Energy Montezuma Wind,36.8,PGAE,"FPL Energy Montezuma Wind, LLC",WIND,WIND,WIND,NP15,PGE3,2011-01-25,,,36.8,A
11600,Participating Unit,No,Yes,AGRICO_7_UNIT,FRESNO COGEN PLANT,50.6,PGAE,"Fresno Cogeneration Partners, LP",COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2001-01-01,,,54.0,A
11602,Non-Participating,No,No,AGRICO_7_UNIT 2,Fresno Cogen STG Unit 2,7.5,PGAE,"Fresno Cogeneration Partners, LP",THERMAL,STEAM,NATURAL GAS,NP15,PGE3,1990-01-01,,,7.5,A
11603,Non-Participating,No,No,AGRICO_7_UNIT 4,FRESNO COGEN CTG UNIT 4,46.5,PGAE,"Fresno Cogeneration Partners, LP",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-01-01,,,46.5,A
93300,Participating Unit,No,Yes,AGRICO_6_PL3N5,FRESNO PEAKER PLANT,22.69,PGAE,"Fresno Cogeneration Partners, LP",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2006-08-30,,,21.23,A
11700,Non-Participating,No,No,AGRICO_6_UNIT 3,Fresno Cogen Peaker CTG3 Unit,,PGAE,"Fresno Cogeneration Partners, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-08-16,,,21.0,A
93301,Non-Participating,No,No,AGRICO_7_ICE5,FRESNO PEAKER PLANT ICE UNIT,,PGAE,"Fresno Cogeneration Partners, LP",PEAKER,INTERNAL COMBUSTION,NATURAL GAS,NP15,PGE3,2006-08-30,,,0.23,A
46500,Participating Unit,Yes,Yes,FRIANT_6_UNITS,FRIANT DAM,25.0,PGAE,Friant Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,1985-04-16,Formerly PGE QF 25H037,,25.0,A
46501,Non-Participating,Yes,No,FRIANT_6_UNITS,Friant-Kern,,PGAE,Friant Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,,,,21.16,A
46503,Non-Participating,Yes,No,FRIANT_6_UNITS,Madera,,PGAE,Friant Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,,,,11.24,A
46502,Non-Participating,Yes,No,FRIANT_6_UNITS,River Outlet,,PGAE,Friant Power Authority,HYDRO,HYDRO,WATER,NP15,PGE3,,,,2.3,A
46600,Participating Unit,Yes,No,FRITO_1_LAY,FRITO-LAY,6.0,PGAE,"Frito Lay, Inc",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1986-01-01,Formerly PGE QF 25C063,,6.0,A
47100,Participating Unit,Yes,Yes,FULTON_1_QF,FULTON AREA LUMPED QF UNITS,1.0,PGAE,Pacific Gas & Electric Company,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,,1.0,A
47102,Non-Participating,Yes,No,FULTON_1_QF,Far West Power Co.,,PGAE,04H011,HYDRO,HYDRO,WATER,NP15,PGE3,1987-09-30,,,0.4,A
47101,Non-Participating,Yes,No,FULTON_1_QF,AIRPORT CLUB,,PGAE,04C140,COGENERATION,,NATURAL GAS,NP15,PGE3,1992-08-27,,,0.06,A
116800,Participating Unit,No,No,PIT1_6_FRIVRA,Fall River Mills Project A,1.5,PGAE,"Ignite Solar Holdings 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2014-03-05,,,1.5,A
116700,Participating Unit,No,No,MCARTH_6_FRIVRB,Fall River Mills Project B,1.5,PGAE,"Ignite Solar Holdings 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2014-03-05,,,1.5,A
102900,Participating Unit,No,No,SCHNDR_1_FIVPTS,Five Points Solar Station,15.0,PGAE,Pacific Gas & Electric Company,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2011-10-07,,,15.0,A
11400,Participating Unit,No,No,FORBST_7_UNIT 1,Forbestown PH,37.5,PGAE,OWID,HYDRO,HYDRO,WATER,NP15,PGE3,1963-01-01,,SF Feather River,39.0,A
116200,Participating Unit,No,No,WEBER_6_FORWRD,Forward,4.2,PGAE,Ameresco Forward LLC,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE2,2014-02-05,QF Conversion Completed: 2/5/2014,,4.35,A
11500,Participating Unit,No,No,FMEADO_7_UNIT,French Meadows PH,18.0,PGAE,PCWA,HYDRO,HYDRO,WATER,NP15,PGE3,1966-01-01,,American River,18.0,A
135300,Participating Unit,No,No,FRESHW_1_SOLAR1,Freshwater Solar,20.0,PGAE,"CED Corcoran Solar 3, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,2016-03-04,,,20.0,A
20200,Participating Unit,No,No,LAPAC_6_UNIT,Freshwater Tissue Company,20.0,PGAE,"Humboldt Bay Harbor, Recreation and Conservation District",THERMAL,STEAM,BLACK LIQUOR,NP15,PGE1,1992-01-01,,,23.0,A
127200,Participating Unit,No,No,KERMAN_6_SOLAR1,Fresno Solar South,1.5,PGAE,"Fresno Cogeneration Partners, LP",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2015-10-21,,,1.5,A
127300,Participating Unit,No,No,KERMAN_6_SOLAR2,Fresno Solar West,1.5,PGAE,"Fresno Cogeneration Partners, LP",SOLAR,PHOTO VOLTAIC,SUN,SP15,PGE3,2015-10-20,,,1.5,A
111300,Participating Unit,No,No,PEABDY_2_LNDFIL,G2 Energy Hay Road Power Plant,1.6,PGAE,"G2 Energy, Hay Road, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2013-07-09,,,1.6,A
97000,Participating Unit,No,No,WHEATL_6_LNDFIL,"G2 Energy, Ostrom Road",3.0,PGAE,"G2 Energy, Ostrom Road, LLC",BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,2009-01-08,,,1.6,A
97500,Participating Unit,No,No,GARNET_1_WIND,GARNET WIND ENERGY CENTER,6.5,SCE,GARNET ENERGY CORPORATION,WIND,WIND,WIND,SP15,SCE1,2009-06-02,,,6.5,A
47200,Participating Unit,Yes,No,HIWAY_7_ACANYN,GAS RECOVERY SYS. (AMERICAN CYN),2.5,PGAE,Pacific Gas & Electric Company,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1985-12-27,,,2.5,A
12200,Participating Unit,Yes,Yes,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING FACILITY,9.9,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,10.5,A
12201,Non-Participating,Yes,No,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING UNIT 1,,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,3.5,A
12202,Non-Participating,Yes,No,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING UNIT 2,,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,3.5,A
12205,Non-Participating,Yes,No,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING UNIT 5,,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,3.5,A
12204,Non-Participating,Yes,No,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING UNIT 4,,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,3.5,A
12203,Non-Participating,Yes,No,GOLETA_6_GAVOTA,GAVIOTA OIL HEATING UNIT 3,,SCE,POINT ARGUELLO PIPELINE COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1987-01-01,,,3.5,A
109400,Participating Unit,No,No,COCOPP_2_CTG1,GENON MARSH LANDING GEN STATION UNIT 1,204.2,PGAE,"GENON MARSH LANDING, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2013-05-01,,,222.0,A
109500,Participating Unit,No,No,COCOPP_2_CTG2,GENON MARSH LANDING GEN STATION UNIT 2,202.7,PGAE,"GENON MARSH LANDING, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2013-05-01,,,222.0,A
109600,Participating Unit,No,No,COCOPP_2_CTG3,GENON MARSH LANDING GEN STATION UNIT 3,208.96,PGAE,"GENON MARSH LANDING, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2013-05-01,,,222.0,A
109700,Participating Unit,No,No,COCOPP_2_CTG4,GENON MARSH LANDING GEN STATION UNIT 4,204.29,PGAE,"GENON MARSH LANDING, LLC",THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2013-05-01,,,222.0,A
13500,Participating Unit,No,Yes,GYS5X6_7_UNITS,GEYSERS UNITS 5 & 6 (AGGREGATE),85.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1971-01-01,,,110.0,A
13501,Non-Participating,No,No,GYS5X6_7_UNIT 5,Geysers Unit 5,55.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1971-01-01,,,55.0,A
13502,Non-Participating,No,No,GYS5X6_7_UNIT 6,Geysers Unit 6,55.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1971-01-01,,,55.0,A
13600,Participating Unit,No,Yes,GYS7X8_7_UNITS,GEYSERS UNITS 7 & 8 (AGGREGATE),82.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1972-01-01,,,110.0,A
13601,Non-Participating,No,No,GYS7X8_7_UNIT 7,Geysers Unit 7,55.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1972-01-01,,,55.0,A
13602,Non-Participating,No,No,GYS7X8_7_UNIT 8,Geysers Unit 8,55.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1972-01-01,,,55.0,A
48100,Participating Unit,Yes,Yes,GILROY_1_UNIT,GILROY COGEN,120.0,PGAE,"Calpine Gilroy Cogen, L.P.",COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1987-01-01,,,140.0,A
48101,Non-Participating,Yes,No,GILROY_1_CT1,GILROY COGEN - UNIT 1,95.0,PGAE,"CALPINE GILROY COGEN, L.P.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1987-01-01,,,95.0,A
48102,Non-Participating,Yes,No,GILROY_1_ST2,GILROY COGEN - UNIT 2,45.0,PGAE,"CALPINE GILROY COGEN, L.P.",COGENERATION,STEAM,HEAT RECOVERY,NP15,PGE3,1987-01-01,,,45.0,A
14000,Participating Unit,No,Yes,GILRPP_1_PL1X2,GILROY ENERGY CENTER UNITS 1 & 2 (AGGREGATE),95.4,PGAE,CALPINE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-01-29,,,99.8,A
14001,Non-Participating,No,No,GILRPP_1_UNIT 1,Gilroy Energy Center Unit 1,49.9,PGAE,CALPINE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-01-29,,,49.9,A
14002,Non-Participating,No,No,GILRPP_1_UNIT 2,Gilroy Energy Center Unit 2,49.9,PGAE,CALPINE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2002-01-29,,,49.9,A
48300,Participating Unit,Yes,No,GOLDHL_1_QF,GOLD HILL AREA LUMPED QF UNITS,1.25,PGAE,Pacific Gas & Electric Company,WIND,WIND,WIND,NP15,PGE3,1992-11-18,"QF Conversion, was PGE QF 06H159",,1.25,A
48400,Participating Unit,Yes,Yes,GOLETA_2_QF,GOLETA AREA LUMPED UNITS,0.4,SCE,VARIOUS,VARIOUS,VARIOUS,VARIOUS,SP15,SCE1,1986-01-01,,,0.33,A
48402,Non-Participating,Yes,No,GOLETA_2_QF,JOHN E. HOWARD (MONTECITO),,SCE,4051,HYDRO,HYDRO,WATER,SP15,SCE1,1989-01-17,,,0.13,A
48401,Non-Participating,Yes,No,GOLETA_2_QF,GOLETA WATER DISTRICT,,SCE,4055,HYDRO,HYDRO,WATER,SP15,SCE1,1986-05-01,,,0.15,A
81900,Participating Unit,No,No,LMBEPK_2_UNITA3,GOOSE HAVEN ENERGY CENTER,48.0,PGAE,Goose Haven Energy Center LLC (Calpine),PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2003-01-06,,,49.9,A
90500,Participating Unit,Yes,Yes,GARNET_1_UNITS,GREEN POWER WIND FACILITY (Aggregate),16.5,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,1975-07-01,,,16.5,A
11800,Non-Participating,Yes,No,GARNET_1_UNIT 1,"GREEN POWER WIND UNIT 1, FACILITY WECS 98",6.75,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,,,,6.75,A
11900,Non-Participating,Yes,No,GARNET_1_UNIT 2,"GREEN POWER WIND UNIT 2, FACILITY WECS 28",6.75,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,,,,3.0,A
12000,Non-Participating,Yes,No,GARNET_1_UNIT 3,"GREEN POWER WIND UNIT 3, FACILITY WECS 67",3.0,SCE,"FPL Energy Green Power Wind, LLC",WIND,WIND,WIND,SP15,SCE1,,,,6.75,A
48600,Participating Unit,No,Yes,USWPJR_2_UNITS,GREEN RIDGE POWER (JACKSON),78.2,PGAE,"Vasco Wind, LLC",WIND,WIND,WIND,NP15,PGE3,1988-01-01,,,78.2,A
48602,Non-Participating,Yes,No,USWPJR_2_UNITS,GREEN RIDGE POWER LLC (70 MW),,PGAE,01W035,WIND,WIND,WIND,NP15,PGE3,1989-01-01,"Portions of this facility scheduled under USWPJR_2_UNITS, USWND2_1_UNITS, USWND4_2_UNITS & USWND1_2_UNITS",,54.0,A
48900,Participating Unit,Yes,Yes,USWNDR_2_UNITS,GREEN RIDGE POWER LLC- RUSSELL (Aggregate),59.6,PGAE,Pacific Gas & Electric Company,WIND,WIND,WIND,NP15,PGE3,1994-01-01,,,59.6,A
48902,Non-Participating,Yes,No,USWNDR_2_UNITS,"EDF RENEWABLE WINDFARM V, INC. (70 MW ] C)",,PGAE,06W146C,WIND,WIND,WIND,NP15,PGE3,1991-01-01,,,6.5,A
48904,Non-Participating,Yes,No,USWNDR_2_UNITS,"EDF RENEWABLE WINDFARM V, INC. (10 MW)",,PGAE,06W148,WIND,WIND,WIND,NP15,PGE3,1990-01-01,,,10.0,A
48800,Participating Unit,Yes,Yes,USWND4_2_UNITS,GREEN RIDGE POWER LLC-RALPH (Aggregate),80.2,PGAE,Pacific Gas & Electric Company,WIND,WIND,WIND,NP15,PGE3,1987-01-01,"Wind & biogas aggregate, ~95% Wind (based on Nameplate Ratings of children units) ",,80.2,A
48802,Non-Participating,Yes,No,USWND4_2_UNITS,WASTE MANAGEMENT RENEWABLE ENERGY,,PGAE,01P219,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE3,1989-05-04,,,13.2,A
48803,Non-Participating,Yes,No,USWND4_2_UNITS,GREEN RIDGE POWER LLC (5.9 MW),,PGAE,01W018,WIND,WIND,WIND,NP15,PGE3,1988-03-02,,,5.9,A
48809,Non-Participating,Yes,No,USWND4_2_UNITS,GREEN RIDGE POWER LLC (23.8 MW),,PGAE,16W011,WIND,WIND,WIND,NP15,PGE3,1987-01-05,,,23.8,A
48805,Non-Participating,Yes,No,USWND4_2_UNITS,GREEN RIDGE POWER LLC (100 MW - A),,PGAE,01W146A,WIND,WIND,WIND,NP15,PGE3,1988-01-01,"Portions of this facility scheduled under LASPOS_6_USWIND, USWND2_1_UNITS, USWND4_2_UNITS & USWND1_2_UNITS",,43.1,A
48808,Non-Participating,Yes,No,USWND4_2_UNITS,GREEN RIDGE POWER LLC (100 MW - D),,PGAE,01W146D,WIND,WIND,WIND,NP15,PGE3,1988-01-01,"Portions of this facility scheduled under USWND2_1_UNITS, USWND4_2_UNITS & USWND1_2_UNITS",,15.0,A
48804,Non-Participating,Yes,No,USWND4_2_UNITS,GREEN RIDGE POWER LLC (70 MW),,PGAE,01W035,WIND,WIND,WIND,NP15,PGE3,1991-01-01,"Portions of this facility scheduled under USWPJR_2_UNITS, USWND2_1_UNITS, USWND4_2_UNITS & USWND1_2_UNITS",,54.0,A
49100,Participating Unit,Yes,Yes,GRNLF1_1_UNITS,GREENLEAF UNIT #1 (Aggregate),49.5,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1989-01-11,PGE QF 12C020,,69.0,A
49102,Non-Participating,Yes,No,GRNLF1_1_UNITS,GREENLEAF #1 GENERATOR 2,,PGAE,Pacific Gas & Electric Company,COGENERATION,STEAM,HEAT RECOVERY,NP15,PGE3,1989-01-11,,,23.0,A
49101,Non-Participating,Yes,No,GRNLF1_1_UNITS,GREENLEAF #1 GENERATOR 1,,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1989-01-11,,,46.0,A
49200,Participating Unit,Yes,No,GRNLF2_1_UNIT,GREENLEAF UNIT #2,63.75,PGAE,12C021,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1989-10-12,,,63.75,A
108400,Participating Unit,No,No,GRIDLY_6_SOLAR,GRIDLEY MAIN TWO,2.5,PGAE,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2013-04-01,,,2.5,A
14400,Participating Unit,No,Yes,GWFPWR_1_UNITS,GWF HEP PEAKER PLANT (AGGREGATE),98.46,PGAE,"GWF Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-08-27,,,96.0,A
14401,Non-Participating,No,No,GWFPWR_1_CT 1,GWF HEP Unit 1,48.0,PGAE,"GWF Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-01-01,,,48.0,A
14402,Non-Participating,No,No,GWFPWR_1_CT 2,GWF HEP Unit 2,48.0,PGAE,"GWF Energy, LLC",PEAKER,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,2001-01-01,,,48.0,A
136300,Participating Unit,No,No,GARLND_2_GASLRA,Garland A,20.0,SCE,RE GARLAND A LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-09-23,,,20.0,A
137100,Participating Unit,No,No,GARLND_2_GASLR,Garland B,180.0,SCE,RE GARLAND LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-10-27,,,180.0,A
121500,Participating Unit,No,No,GARNET_1_SOLAR2,Garnet Solar Power Generation Station 1,4.0,SCE,"Garnet Solar Power Generation Station 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2014-12-23,,,4.0,A
122700,Participating Unit,No,No,GARNET_1_WINDS,Garnet Winds Aggregation,22.5,SCE,"Windpower Partners 1993, L.P.",WIND,WIND,WIND,SP15,SCE1,2011-02-21,,,22.5,A
111900,Participating Unit,No,No,GATES_2_SOLAR,Gates Solar Station,20.0,PGAE,Pacific Gas and Electric Company,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2013-06-24,,,20.0,A
96900,Participating Unit,No,No,GATWAY_2_PL1X3,Gateway Generating Station,562.5,PGAE,PG&E,THERMAL,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,2009-01-04,,,619.0,A
110600,Participating Unit,No,Yes,GENESI_2_STG,Genesis Station,250.0,SCE,"Genesis Solar, LLC",SOLAR,STEAM,SUN,SP15,SCE1,2013-11-27,,,250.0,A
110601,Non-Participating,No,No,GENESI_2_STG1,STG Unit 1,140.0,PGAE,"Genesis Solar, LLC",SOLAR,STEAM,SUN,NP15,PGE2,2013-11-27,,,125.0,A
110602,Non-Participating,No,No,GENESI_2_STG2,STG Unit 2,140.0,PGAE,"Genesis Solar, LLC",SOLAR,STEAM,SUN,NP15,PGE2,2013-11-27,,,125.0,A
12300,Participating Unit,No,No,NCPA_7_GP1UN1,Geothermal Plant 1 Unit 1,38.85,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1983-01-01,,,55.0,A
12400,Participating Unit,No,No,NCPA_7_GP1UN2,Geothermal Plant 1 Unit 2,34.0,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1983-01-01,,,55.0,A
12500,Participating Unit,No,No,NCPA_7_GP2UN3,Geothermal Plant 2 Unit 3,42.42,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1985-01-01,,,55.0,A
12600,Participating Unit,No,No,NCPA_7_GP2UN4,Geothermal Plant 2 Unit 4,52.73,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1986-01-01,,,55.0,A
133000,Participating Unit,No,No,LITLRK_6_SEPV01,Gestamp Solar 1,2.0,SCE,"SEPV1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2012-05-08,,,2.0,A
12700,Participating Unit,No,No,GEYS11_7_UNIT11,Geysers Unit 11,74.4,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1975-01-01,,,110.0,A
12800,Participating Unit,No,No,GEYS12_7_UNIT12,Geysers Unit 12,57.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1979-01-01,,,66.0,A
12900,Participating Unit,Yes,No,GEYS13_7_UNIT13,Geysers Unit 13,95.0,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1980-01-01,,,102.0,A
