wkt_geom,name,Number,Substation Longitude,Substation Latitude
PointZ (-96.75104299999999569 31.65190293954029954 0),COOLIDGE 0,5201,-96.751043,31.65190294
PointZ (-96.46650900000000206 32.21997658556789901 0),RICE 0,5202,-96.466509,32.21997659
PointZ (-96.83808799999999906 32.99447809181980062 0),DALLAS 35 0,5203,-96.838088,32.99447809
PointZ (-97.89230000000000587 33.04170375932940118 0),POOLVILLE 0,5204,-97.8923,33.04170376
PointZ (-97.87430000000000518 33.04773911386089935 0),POOLVILLE 1,5205,-97.8743,33.04773911
PointZ (-97.89770000000000039 33.03853500944960331 0),POOLVILLE 2,5206,-97.8977,33.03853501
PointZ (-97.89770000000000039 33.0355170630921009 0),POOLVILLE 3,5207,-97.8977,33.03551706
PointZ (-97.89770000000000039 33.03249901335809824 0),POOLVILLE 4,5208,-97.8977,33.03249901
PointZ (-97.72771199999999681 32.07437098055039826 0),WALNUT SPRINGS 0,5209,-97.727712,32.07437098
PointZ (-97.14155700000000593 32.82642290811430286 0),BEDFORD 2 0,5210,-97.141557,32.82642291
PointZ (-96.79827600000000132 31.83780236429430133 0),HUBBARD 0,5211,-96.798276,31.83780236
PointZ (-96.67444899999999564 32.43622704360119968 0),FERRIS 0,5212,-96.674449,32.43622704
PointZ (-96.64795499999999606 32.87656795927939868 0),GARLAND 4 0,5213,-96.647955,32.87656796
PointZ (-96.83499100000000226 32.70655839014560229 0),DALLAS 32 0,5214,-96.834991,32.70655839
PointZ (-96.92964200000000119 33.36763819160619704 0),PILOT POINT 0,5215,-96.929642,33.36763819
PointZ (-97.26583200000000318 32.71920107704740133 0),FORT WORTH 6 0,5216,-97.265832,32.71920108
PointZ (-97.22169499999999687 32.83456641955900324 0),NORTH RICHLAND HILLS 2 0,5217,-97.221695,32.83456642
PointZ (-97.3368990000000025 33.09577079919760223 0),JUSTIN 0,5218,-97.336899,33.0957708
PointZ (-96.43591999999999587 32.46111105029940092 0),SCURRY 0,5219,-96.43592,32.46111105
PointZ (-97.20975900000000536 33.36944326646590042 0),SANGER 0,5220,-97.209759,33.36944327
PointZ (-97.62419599999999775 31.13996466499110127 0),KILLEEN 1 0,5221,-97.624196,31.13996466
PointZ (-96.07055800000000545 32.42604117312649947 0),MABANK 1 0,5222,-96.070558,32.42604117
PointZ (-96.45913699999999835 31.64572532849010145 0),MEXIA 0,5223,-96.459137,31.64572533
PointZ (-96.89314199999999744 32.99982757694210278 0),CARROLLTON 2 0,5224,-96.893142,32.99982758
PointZ (-96.38973099999999761 33.05816841032989828 0),NEVADA 0,5225,-96.389731,33.05816841
PointZ (-98.76727700000000709 31.67748647123909933 0),ZEPHYR 0,5226,-98.767277,31.67748647
PointZ (-96.29772300000000484 32.75416946594739898 0),TERRELL 2 0,5227,-96.297723,32.75416947
PointZ (-96.75585100000000693 32.6593855787521008 0),DALLAS 14 0,5228,-96.755851,32.65938558
PointZ (-96.7532460000000043 32.7457575206789997 0),DALLAS 13 0,5229,-96.753246,32.74575752
PointZ (-96.80930299999999988 32.80761101126350354 0),DALLAS 28 0,5230,-96.809303,32.80761101
PointZ (-98.17802899999999511 31.67609164566220059 0),HAMILTON 0,5231,-98.178029,31.67609165
PointZ (-97.12970400000000382 32.68794431688920099 0),ARLINGTON 7 0,5232,-97.129704,32.68794432
PointZ (-97.08242799999999306 32.85544649449030175 0),EULESS 1 0,5233,-97.082428,32.85544649
PointZ (-96.78659199999999885 33.1589098345634028 0),FRISCO 1 0,5234,-96.786592,33.15890983
PointZ (-97.589650000000006 30.91492668736820093 0),SALADO 0,5235,-97.58965,30.91492669
PointZ (-98.69394400000000189 33.37008287572049881 0),OLNEY 1 0,5236,-98.693944,33.37008288
PointZ (-98.67594400000000121 33.37609563035420024 0),OLNEY 1 1,5237,-98.675944,33.37609563
PointZ (-98.69934399999999641 33.36391934777130075 0),OLNEY 1 2,5238,-98.699344,33.36391935
PointZ (-98.44866700000000037 31.37103889329090123 0),GOLDTHWAITE 1 0,5239,-98.448667,31.37103889
PointZ (-98.43066699999999969 31.37411256800919901 0),GOLDTHWAITE 1 1,5240,-98.430667,31.37411257
PointZ (-98.43066699999999969 31.36489122556439924 0),GOLDTHWAITE 1 2,5241,-98.430667,31.36489123
PointZ (-98.44866700000000037 31.36028021227290097 0),GOLDTHWAITE 1 3,5242,-98.448667,31.36028021
PointZ (-98.45406699999999489 31.36627448071989832 0),GOLDTHWAITE 1 4,5243,-98.454067,31.36627448
PointZ (-97.38336499999999774 32.69701462805240055 0),FORT WORTH 22 0,5244,-97.383365,32.69701463
PointZ (-97.06794499999999459 32.92153444951139818 0),GRAPEVINE 0,5245,-97.067945,32.92153445
PointZ (-97.78624700000000303 32.19782134380520233 0),GLEN ROSE 2 0,5246,-97.786247,32.19782134
PointZ (-97.56660100000000568 32.10839038759139896 0),KOPPERL 0,5247,-97.566601,32.10839039
PointZ (-97.12684299999999382 32.84873697252150038 0),BEDFORD 1 0,5248,-97.126843,32.84873697
PointZ (-97.52025600000000338 32.7821665015942969 0),FORT WORTH 29 0,5249,-97.520256,32.7821665
PointZ (-96.68572100000000091 32.75985353206949924 0),DALLAS 5 0,5250,-96.685721,32.75985353
PointZ (-97.00578899999999294 32.77122253828090237 0),GRAND PRAIRIE 2 0,5251,-97.005789,32.77122254
PointZ (-96.78979300000000308 32.89784280820399687 0),DALLAS 22 0,5252,-96.789793,32.89784281
PointZ (-97.05647000000000446 33.02788092134419884 0),FLOWER MOUND 1 0,5253,-97.05647,33.02788092
PointZ (-97.22311999999999443 33.00390082786599777 0),ROANOKE 0,5254,-97.22312,33.00390083
PointZ (-97.98414800000000469 32.69536768007490224 0),MILLSAP 0,5255,-97.984148,32.69536768
PointZ (-96.83332400000000462 32.22533103946980049 0),FORRESTON 0,5256,-96.833324,32.22533104
PointZ (-96.84217999999999904 32.16704673890109945 0),ITALY 0,5257,-96.84218,32.16704674
PointZ (-96.45130000000000337 32.739544361332797 0),FORNEY 0,5258,-96.4513,32.73954436
PointZ (-96.45048300000000552 33.00902939056800278 0),LAVON 0,5259,-96.450483,33.00902939
PointZ (-97.76751500000000306 32.28467049073510253 0),GLEN ROSE 1 0,5260,-97.767515,32.28467049
PointZ (-97.74951500000000237 32.29075718977850329 0),GLEN ROSE 1 1,5261,-97.749515,32.29075719
PointZ (-97.77291499999999758 32.28147479229239991 0),GLEN ROSE 1 2,5262,-97.772915,32.28147479
PointZ (-97.77291499999999758 32.2784311768143013 0),GLEN ROSE 1 3,5263,-97.772915,32.27843118
PointZ (-98.54325699999999699 32.28794291823499663 0),DE LEON 0,5264,-98.543257,32.28794292
PointZ (-97.22154799999999852 32.91796517646800169 0),KELLER 1 0,5265,-97.221548,32.91796518
PointZ (-96.96107499999999391 32.57593400360929792 0),CEDAR HILL 0,5266,-96.961075,32.575934
PointZ (-97.5221339999999941 31.39876374279170079 0),MC GREGOR 0,5267,-97.522134,31.39876374
PointZ (-95.77996799999999666 33.30724350278200063 0),COMMERCE 0,5268,-95.779968,33.3072435
PointZ (-96.98711000000000126 32.4650147580786026 0),MIDLOTHIAN 2 0,5269,-96.98711,32.46501476
PointZ (-97.23429199999999639 31.80548361645509914 0),WEST 0,5270,-97.234292,31.80548362
PointZ (-97.28262800000000254 30.77842929465159827 0),BARTLETT 0,5271,-97.282628,30.77842929
PointZ (-96.76916300000000604 32.78220600453879996 0),DALLAS 16 0,5272,-96.769163,32.782206
PointZ (-96.98106400000000349 32.95979236945019863 0),COPPELL 0,5273,-96.981064,32.95979237
PointZ (-96.67073299999999847 32.60094618867140071 0),WILMER 0,5274,-96.670733,32.60094619
PointZ (-96.64680400000000304 31.85625150527310012 0),DAWSON 0,5275,-96.646804,31.85625151
PointZ (-96.79344899999999541 31.55179205037369883 0),MART 0,5276,-96.793449,31.55179205
PointZ (-96.94695099999999854 33.17227647781280098 0),LITTLE ELM 0,5277,-96.946951,33.17227648
PointZ (-97.24343299999999601 31.06605246735249892 0),TEMPLE 2 0,5278,-97.243433,31.06605247
PointZ (-97.30642199999999775 31.04041179724200106 0),TEMPLE 1 0,5279,-97.306422,31.0404118
PointZ (-97.28842199999999707 31.04503841707990119 0),TEMPLE 1 1,5280,-97.288422,31.04503842
PointZ (-97.31182200000000648 31.0387152954954999 0),TEMPLE 1 2,5281,-97.311822,31.0387153
PointZ (-97.31182200000000648 31.03563069681079867 0),TEMPLE 1 3,5282,-97.311822,31.0356307
PointZ (-97.31182200000000648 31.03254599820100168 0),TEMPLE 1 4,5283,-97.311822,31.032546
PointZ (-96.1043549999999982 32.91564317725750044 0),QUINLAN 0,5284,-96.104355,32.91564318
PointZ (-97.8486780000000067 33.3068574628210996 0),CHICO 0,5285,-97.848678,33.30685746
PointZ (-98.33961999999999648 32.06462376334710029 0),DUBLIN 2 0,5286,-98.33962,32.06462376
PointZ (-97.03582900000000677 32.58696352608159685 0),ARLINGTON 2 0,5287,-97.035829,32.58696353
PointZ (-95.9367069999999984 33.41035481560739839 0),WOLFE CITY 0,5288,-95.936707,33.41035482
PointZ (-96.79819200000000023 32.93857958469030223 0),DALLAS 26 0,5289,-96.798192,32.93857958
PointZ (-97.32142100000000084 31.94901028651500141 0),WHITNEY 0,5290,-97.321421,31.94901029
PointZ (-97.43023499999999615 32.90868640040169879 0),FORT WORTH 25 0,5291,-97.430235,32.9086864
PointZ (-97.47857799999999884 32.84248678776280173 0),FORT WORTH 27 0,5292,-97.478578,32.84248679
PointZ (-97.53627400000000591 32.42107394210510307 0),JOSHUA 0,5293,-97.536274,32.42107394
PointZ (-96.74393899999999746 32.86925195167700053 0),DALLAS 12 0,5294,-96.743939,32.86925195
PointZ (-96.59446599999999705 33.15850583762620118 0),MCKINNEY 1 0,5295,-96.594466,33.15850584
PointZ (-96.58726599999999962 33.16212229049570226 0),MCKINNEY 1 1,5296,-96.587266,33.16212229
PointZ (-96.59662600000000054 33.16025380138219703 0),MCKINNEY 1 2,5297,-96.596626,33.1602538
PointZ (-96.59662600000000054 33.15904830579700047 0),MCKINNEY 1 3,5298,-96.596626,33.15904831
PointZ (-96.59662600000000054 33.15784279364000042 0),MCKINNEY 1 4,5299,-96.596626,33.15784279
PointZ (-96.59662600000000054 33.1566372649116019 0),MCKINNEY 1 5,5300,-96.596626,33.15663726
PointZ (-96.59662600000000054 33.15543171961210334 0),MCKINNEY 1 6,5301,-96.596626,33.15543172
PointZ (-96.59662600000000054 33.15422615774180315 0),MCKINNEY 1 7,5302,-96.596626,33.15422616
PointZ (-96.59662600000000054 33.15302057930090029 0),MCKINNEY 1 8,5303,-96.596626,33.15302058
PointZ (-96.60344700000000273 33.08476104053239908 0),ALLEN 1 0,5304,-96.603447,33.08476104
PointZ (-96.59912699999999575 33.08536429940429713 0),ALLEN 1 1,5305,-96.599127,33.0853643
PointZ (-97.62788199999999961 32.6908605375789989 0),ALEDO 2 0,5306,-97.627882,32.69086054
PointZ (-96.90879099999999369 33.06606837304690316 0),THE COLONY 0,5307,-96.908791,33.06606837
PointZ (-96.54396300000000508 32.79506299827939841 0),SUNNYVALE 0,5308,-96.543963,32.795063
PointZ (-96.74235099999999932 32.82441581240490081 0),DALLAS 10 0,5309,-96.742351,32.82441581
PointZ (-97.24853199999999731 32.86297816259749993 0),FORT WORTH 4 0,5310,-97.248532,32.86297816
PointZ (-96.821873999999994 32.84407575012259883 0),DALLAS 30 0,5311,-96.821874,32.84407575
PointZ (-97.55757900000000404 32.89656877812659985 0),AZLE 0,5312,-97.557579,32.89656878
PointZ (-96.69191600000000619 32.6324567531935017 0),HUTCHINS 0,5313,-96.691916,32.63245675
PointZ (-97.49707899999999938 31.65143379892240105 0),VALLEY MILLS 0,5314,-97.497079,31.6514338
PointZ (-97.18024400000000185 33.22408124951380159 0),DENTON 6 0,5315,-97.180244,33.22408125
PointZ (-96.62667700000000082 32.81246815171699893 0),MESQUITE 3 0,5316,-96.626677,32.81246815
PointZ (-97.7136859999999956 32.329657214547602 0),GRANBURY 1 0,5317,-97.713686,32.32965721
PointZ (-97.69568599999999492 32.33726174753279992 0),GRANBURY 1 1,5318,-97.695686,32.33726175
PointZ (-97.71908600000000433 32.32646309679950036 0),GRANBURY 1 2,5319,-97.719086,32.3264631
PointZ (-97.71908600000000433 32.32342099190179852 0),GRANBURY 1 3,5320,-97.719086,32.32342099
PointZ (-97.71908600000000433 32.32037878479950166 0),GRANBURY 1 4,5321,-97.719086,32.32037878
PointZ (-96.92860000000000298 32.71643671893170335 0),DALLAS 2 0,5322,-96.9286,32.71643672
PointZ (-96.92140000000000555 32.71643671893170335 0),DALLAS 2 1,5323,-96.9214,32.71643672
PointZ (-96.93076000000000647 32.71516457292830182 0),DALLAS 2 2,5324,-96.93076,32.71516457
PointZ (-96.93076000000000647 32.71395299511659971 0),DALLAS 2 3,5325,-96.93076,32.713953
PointZ (-96.93076000000000647 32.71274140084800308 0),DALLAS 2 4,5326,-96.93076,32.7127414
PointZ (-96.8828720000000061 31.74200786429209842 0),MOUNT CALM 0,5327,-96.882872,31.74200786
PointZ (-97.00387200000000121 31.34397346967979914 0),RIESEL 2 0,5328,-97.003872,31.34397347
PointZ (-96.77761499999999728 32.70768906289600153 0),DALLAS 17 0,5329,-96.777615,32.70768906
PointZ (-97.07959599999999512 32.74882216733340101 0),ARLINGTON 4 0,5330,-97.079596,32.74882217
PointZ (-96.74937699999999552 33.33468831196709914 0),CELINA 0,5331,-96.749377,33.33468831
PointZ (-97.34235499999999774 32.87757434904980158 0),FORT WORTH 16 0,5332,-97.342355,32.87757435
PointZ (-96.80371499999999685 32.51570185364280263 0),RED OAK 0,5333,-96.803715,32.51570185
PointZ (-99.50987899999999797 32.25574513727669768 0),CLYDE 0,5334,-99.509879,32.25574514
PointZ (-96.93850799999999879 32.8810265139077984 0),IRVING 2 0,5335,-96.938508,32.88102651
PointZ (-96.54678499999999985 32.89180039021199775 0),ROWLETT 1 0,5336,-96.546785,32.89180039
PointZ (-98.17915399999999693 33.21054950633269698 0),JACKSBORO 2 0,5337,-98.179154,33.21054951
PointZ (-97.62741099999999506 32.55721529390950053 0),GRANBURY 3 0,5338,-97.627411,32.55721529
PointZ (-97.14498199999999883 32.95448478555179861 0),SOUTHLAKE 0,5339,-97.144982,32.95448479
PointZ (-96.81637100000000373 32.78255881761759838 0),DALLAS 29 0,5340,-96.816371,32.78255882
PointZ (-96.96020599999999945 33.05942194050800254 0),LEWISVILLE 1 0,5341,-96.960206,33.05942194
PointZ (-96.96236600000000294 33.05453396353900075 0),LEWISVILLE 1 1,5342,-96.962366,33.05453396
PointZ (-96.96236600000000294 33.05332701667140327 0),LEWISVILLE 1 2,5343,-96.962366,33.05332702
PointZ (-96.86073899999999526 32.88906289774470082 0),DALLAS 36 0,5344,-96.860739,32.8890629
PointZ (-97.12436099999999328 32.0133038727770014 0),HILLSBORO 0,5345,-97.124361,32.01330387
PointZ (-97.3346650000000011 32.70237832753169727 0),FORT WORTH 15 0,5346,-97.334665,32.70237833
PointZ (-99.15573600000000454 32.54690059257980295 0),CISCO 0,5347,-99.155736,32.54690059
PointZ (-97.15130000000000621 32.15898187402849828 0),ITASCA 0,5348,-97.1513,32.15898187
PointZ (-96.77445799999999565 32.61402425158470209 0),LANCASTER 2 0,5349,-96.774458,32.61402425
PointZ (-96.57200500000000432 32.85277834896899662 0),GARLAND 1 0,5350,-96.572005,32.85277835
PointZ (-96.56768499999999733 32.85156864607189675 0),GARLAND 1 1,5351,-96.567685,32.85156865
PointZ (-96.74040300000000059 32.78740178659300142 0),DALLAS 9 0,5352,-96.740403,32.78740179
PointZ (-96.91286800000000312 32.63775538213199923 0),DUNCANVILLE 2 0,5353,-96.912868,32.63775538
PointZ (-96.55538799999999355 32.72142290811469678 0),MESQUITE 1 0,5354,-96.555388,32.72142291
PointZ (-97.03361900000000162 32.29688968636840229 0),MAYPEARL 0,5355,-97.033619,32.29688969
PointZ (-96.64608599999999683 32.96037830758579901 0),GARLAND 3 0,5356,-96.646086,32.96037831
PointZ (-96.69036400000000242 33.10829620816959817 0),ALLEN 2 0,5357,-96.690364,33.10829621
PointZ (-96.93914900000000046 31.46209582359820089 0),RIESEL 1 0,5358,-96.939149,31.46209582
PointZ (-96.92114899999999977 31.4651665159884999 0),RIESEL 1 1,5359,-96.921149,31.46516652
PointZ (-96.94454899999999498 31.4573360333288008 0),RIESEL 1 2,5360,-96.944549,31.45733603
PointZ (-97.90279999999999916 33.17681674554970073 0),BRIDGEPORT 0,5361,-97.9028,33.17681675
PointZ (-97.88479999999999848 33.18736211299000161 0),BRIDGEPORT 1,5362,-97.8848,33.18736211
PointZ (-97.90819999999999368 33.18269216601230198 0),BRIDGEPORT 2,5363,-97.9082,33.18269217
PointZ (-97.90819999999999368 33.17967916735089773 0),BRIDGEPORT 3,5364,-97.9082,33.17967917
PointZ (-97.90819999999999368 33.17666606508340266 0),BRIDGEPORT 4,5365,-97.9082,33.17666607
PointZ (-97.90819999999999368 33.17365285921449924 0),BRIDGEPORT 5,5366,-97.9082,33.17365286
PointZ (-97.90819999999999368 33.1706395497493034 0),BRIDGEPORT 6,5367,-97.9082,33.17063955
PointZ (-97.90819999999999368 33.16762613669229864 0),BRIDGEPORT 7,5368,-97.9082,33.16762614
PointZ (-97.90819999999999368 33.16461262004830246 0),BRIDGEPORT 8,5369,-97.9082,33.16461262
PointZ (-97.05741700000000094 33.07654058944579845 0),LEWISVILLE 2 0,5370,-97.057417,33.07654059
PointZ (-96.53870799999999974 32.60216076954179698 0),SEAGOVILLE 0,5371,-96.538708,32.60216077
PointZ (-96.83320000000000505 32.92105242646629648 0),DALLAS 31 0,5372,-96.8332,32.92105243
PointZ (-97.26377599999999291 32.79980482064870273 0),HALTOM CITY 0,5373,-97.263776,32.79980482
PointZ (-96.61648499999999729 32.71054305050599709 0),BALCH SPRINGS 0,5374,-96.616485,32.71054305
PointZ (-97.32691099999999551 32.67425766678449861 0),FORT WORTH 13 0,5375,-97.326911,32.67425767
PointZ (-96.93296499999999583 32.6707833977118014 0),DALLAS 43 0,5376,-96.932965,32.6707834
PointZ (-97.72060199999999952 31.09593070696319828 0),KILLEEN 2 0,5377,-97.720602,31.09593071
PointZ (-97.18600899999999854 31.53051795249109901 0),WACO 5 0,5378,-97.186009,31.53051795
PointZ (-97.28792300000000637 32.85605611996960107 0),FORT WORTH 9 0,5379,-97.287923,32.85605612
PointZ (-96.66779999999999973 32.31513224010849683 0),ENNIS 0,5380,-96.6678,32.31513224
PointZ (-96.6606000000000023 32.31513224010849683 0),ENNIS 1,5381,-96.6606,32.31513224
PointZ (-96.66996000000000322 32.31446289831659868 0),ENNIS 2,5382,-96.66996,32.3144629
PointZ (-96.66996000000000322 32.31324590737339975 0),ENNIS 3,5383,-96.66996,32.31324591
PointZ (-96.67422899999999686 32.70545933044270015 0),DALLAS 3 0,5384,-96.674229,32.70545933
PointZ (-96.66990900000000408 32.70364176312649818 0),DALLAS 3 1,5385,-96.669909,32.70364176
PointZ (-96.65946300000000235 32.98612173282479887 0),RICHARDSON 1 0,5386,-96.659463,32.98612173
PointZ (-97.37812999999999874 32.73781868792830352 0),FORT WORTH 21 0,5387,-97.37813,32.73781869
PointZ (-97.08771000000000129 31.61022404570420008 0),WACO 2 0,5388,-97.08771,31.61022405
PointZ (-97.07690999999999804 31.61022404570420008 0),WACO 2 1,5389,-97.07691,31.61022405
PointZ (-97.21622299999999939 30.92937532032220105 0),ROGERS 0,5390,-97.216223,30.92937532
PointZ (-97.20542299999999614 30.93091934776740004 0),ROGERS 1,5391,-97.205423,30.93091935
PointZ (-97.20542299999999614 30.9231989444705988 0),ROGERS 2,5392,-97.205423,30.92319894
PointZ (-97.31627100000000041 31.68475719107039978 0),CHINA SPRING 0,5393,-97.316271,31.68475719
PointZ (-99.4047999999999945 32.75770446378130174 0),ALBANY 1 0,5394,-99.4048,32.75770446
PointZ (-99.38679999999999382 32.75770446378130174 0),ALBANY 1 1,5395,-99.3868,32.75770446
PointZ (-99.4047999999999945 32.74710765575709814 0),ALBANY 1 2,5396,-99.4048,32.74710766
PointZ (-99.38679999999999382 32.74710765575709814 0),ALBANY 1 3,5397,-99.3868,32.74710766
PointZ (-99.4047999999999945 32.73953773455200178 0),ALBANY 1 4,5398,-99.4048,32.73953773
PointZ (-99.41020000000000323 32.75452554800359906 0),ALBANY 1 5,5399,-99.4102,32.75452555
PointZ (-96.62769500000000278 33.2422660009610027 0),MCKINNEY 2 0,5400,-96.627695,33.242266
PointZ (-97.69335599999999431 32.39576096773549807 0),GRANBURY 2 0,5401,-97.693356,32.39576097
PointZ (-97.68615599999999688 32.39940855534769781 0),GRANBURY 2 1,5402,-97.686156,32.39940856
PointZ (-97.6955159999999978 32.39509221800859962 0),GRANBURY 2 2,5403,-97.695516,32.39509222
PointZ (-97.6955159999999978 32.39387631152219882 0),GRANBURY 2 3,5404,-97.695516,32.39387631
PointZ (-97.6955159999999978 32.39266038866419706 0),GRANBURY 2 4,5405,-97.695516,32.39266039
PointZ (-97.6955159999999978 32.39144444943480039 0),GRANBURY 2 5,5406,-97.695516,32.39144445
PointZ (-97.53756799999999316 31.8063547174275989 0),CLIFTON 2 0,5407,-97.537568,31.80635472
PointZ (-96.35240400000000704 33.17000036826220111 0),FARMERSVILLE 0,5408,-96.352404,33.17000037
PointZ (-97.18552999999999997 32.6855861626317008 0),ARLINGTON 10 0,5409,-97.18553,32.68558616
PointZ (-97.73561700000000485 31.00038408541649915 0),KILLEEN 3 0,5410,-97.735617,31.00038409
